TACC:  Starting up job 10024557 
TACC:  Starting parallel tasks... 
0 Citeseer_feat_L1.txt 0.00161009 0.00157714 3.295e-05
1 Citeseer_feat_L1.txt 0.00163245 0.00160517 2.7281e-05
2 Citeseer_feat_L1.txt 0.00168621 0.00165562 3.0594e-05
3 Citeseer_feat_L1.txt 0.00171374 0.00168584 2.79e-05
4 Citeseer_feat_L1.txt 0.00169333 0.00166478 2.8546e-05
5 Citeseer_feat_L1.txt 0.00155662 0.00152909 2.7525e-05
6 Citeseer_feat_L1.txt 0.00159787 0.00156727 3.0599e-05
7 Citeseer_feat_L1.txt 0.00163452 0.00160872 2.5806e-05
8 Citeseer_feat_L1.txt 0.0015559 0.00152829 2.7608e-05
9 Citeseer_feat_L1.txt 0.00161792 0.00159121 2.6717e-05
10 Citeseer_feat_L1.txt 0.00158093 0.00155056 3.0371e-05
11 Citeseer_feat_L1.txt 0.00169265 0.00166508 2.757e-05
12 Citeseer_feat_L1.txt 0.00169286 0.00166633 2.653e-05
13 Citeseer_feat_L1.txt 0.00164488 0.00161591 2.8966e-05
14 Citeseer_feat_L1.txt 0.00162535 0.0015955 2.9857e-05
15 Citeseer_feat_L1.txt 0.00168924 0.00165886 3.0378e-05
16 Citeseer_feat_L1.txt 0.00208427 0.00205696 2.7314e-05
17 Citeseer_feat_L1.txt 0.00167191 0.00164359 2.8324e-05
18 Citeseer_feat_L1.txt 0.00170431 0.00167561 2.8705e-05
19 Citeseer_feat_L1.txt 0.00170874 0.00168217 2.6569e-05
20 Citeseer_feat_L1.txt 0.00163664 0.00160849 2.8153e-05
21 Citeseer_feat_L1.txt 0.00172688 0.00169933 2.7556e-05
22 Citeseer_feat_L1.txt 0.00164886 0.00162041 2.8456e-05
23 Citeseer_feat_L1.txt 0.00165151 0.00162433 2.7185e-05
24 Citeseer_feat_L1.txt 0.00165372 0.00162584 2.7875e-05
25 Citeseer_feat_L1.txt 0.00170267 0.00167719 2.5477e-05
26 Citeseer_feat_L1.txt 0.00171804 0.00168997 2.8063e-05
