TACC:  Starting up job 10065982 
TACC:  Starting parallel tasks... 
0 Citeseer_feat_L2.txt 0.000319749 0.000312415 7.334e-06
1 Citeseer_feat_L2.txt 0.000764909 0.000757929 6.98e-06
2 Citeseer_feat_L2.txt 0.000316739 0.000309549 7.19e-06
3 Citeseer_feat_L2.txt 0.00110889 0.00110113 7.762e-06
4 Citeseer_feat_L2.txt 0.000313622 0.000306391 7.231e-06
5 Citeseer_feat_L2.txt 0.000567765 0.000560639 7.126e-06
6 Citeseer_feat_L2.txt 0.0003366 0.00032907 7.53e-06
7 Citeseer_feat_L2.txt 0.000830709 0.000823296 7.413e-06
8 Citeseer_feat_L2.txt 0.000321579 0.000314384 7.195e-06
9 Citeseer_feat_L2.txt 0.000573777 0.00056673 7.047e-06
10 Citeseer_feat_L2.txt 0.000324671 0.00031767 7.001e-06
11 Citeseer_feat_L2.txt 0.000826582 0.000819355 7.227e-06
12 Citeseer_feat_L2.txt 0.000295815 0.000288457 7.358e-06
13 Citeseer_feat_L2.txt 0.00074806 0.000740932 7.128e-06
14 Citeseer_feat_L2.txt 0.000312612 0.00030524 7.372e-06
15 Citeseer_feat_L2.txt 0.000771017 0.000763812 7.205e-06
16 Citeseer_feat_L2.txt 0.000313266 0.000306424 6.842e-06
17 Citeseer_feat_L2.txt 0.000753297 0.00074604 7.257e-06
18 Citeseer_feat_L2.txt 0.000309911 0.000302565 7.346e-06
19 Citeseer_feat_L2.txt 0.000769071 0.000761773 7.298e-06
20 Citeseer_feat_L2.txt 0.00032306 0.000315905 7.155e-06
21 Citeseer_feat_L2.txt 0.000563429 0.000556476 6.953e-06
22 Citeseer_feat_L2.txt 0.00032572 0.000318742 6.978e-06
23 Citeseer_feat_L2.txt 0.000808715 0.000801577 7.138e-06
24 Citeseer_feat_L2.txt 0.000305634 0.000298289 7.345e-06
25 Citeseer_feat_L2.txt 0.000563695 0.000556497 7.198e-06
26 Citeseer_feat_L2.txt 0.000316512 0.000309385 7.127e-06
27 Citeseer_feat_L2.txt 0.00080942 0.000802392 7.028e-06
28 Citeseer_feat_L2.txt 0.000303319 0.000296376 6.943e-06
29 Citeseer_feat_L2.txt 0.00074926 0.000742217 7.043e-06
30 Citeseer_feat_L2.txt 0.000317676 0.000310335 7.341e-06
31 Citeseer_feat_L2.txt 0.000769842 0.000762688 7.154e-06
32 Citeseer_feat_L2.txt 0.000314358 0.000306956 7.402e-06
33 Citeseer_feat_L2.txt 0.000556747 0.000549729 7.018e-06
34 Citeseer_feat_L2.txt 0.000303657 0.000296498 7.159e-06
35 Citeseer_feat_L2.txt 0.000566996 0.000559759 7.237e-06
36 Citeseer_feat_L2.txt 0.000296027 0.000288469 7.558e-06
37 Citeseer_feat_L2.txt 0.000561826 0.000554924 6.902e-06
38 Citeseer_feat_L2.txt 0.000319589 0.000312205 7.384e-06
39 Citeseer_feat_L2.txt 0.000798253 0.000791277 6.976e-06
40 Citeseer_feat_L2.txt 0.000297373 0.000290317 7.056e-06
41 Citeseer_feat_L2.txt 0.000555038 0.000547844 7.194e-06
42 Citeseer_feat_L2.txt 0.000316275 0.000308926 7.349e-06
43 Citeseer_feat_L2.txt 0.00081562 0.000808256 7.364e-06
44 Citeseer_feat_L2.txt 0.000303923 0.000296535 7.388e-06
45 Citeseer_feat_L2.txt 0.00058096 0.000564148 1.6812e-05
46 Citeseer_feat_L2.txt 0.000321344 0.000314165 7.179e-06
47 Citeseer_feat_L2.txt 0.000576684 0.000563948 1.2736e-05
0 Citeseer_A.txt 0.000219085 0.000216876 2.209e-06
1 Citeseer_A.txt 0.000200633 0.000198543 2.09e-06
2 Citeseer_A.txt 0.000210862 0.000208836 2.026e-06
