TACC:  Starting up job 10066078 
TACC:  Starting parallel tasks... 
0 Pubmed_feat_L2.txt 0.000236464 0.000117731 0.000118733
1 Pubmed_feat_L2.txt 0.000253557 0.000126363 0.000127194
2 Pubmed_feat_L2.txt 0.000253418 0.000125907 0.000127511
3 Pubmed_feat_L2.txt 0.000220939 0.000116921 0.000104018
4 Pubmed_feat_L2.txt 0.000219468 0.000116727 0.000102741
5 Pubmed_feat_L2.txt 0.00022882 0.00012641 0.00010241
6 Pubmed_feat_L2.txt 0.000226744 0.000130445 9.6299e-05
7 Pubmed_feat_L2.txt 0.000209825 0.000112932 9.6893e-05
8 Pubmed_feat_L2.txt 0.000206703 0.000110007 9.6696e-05
9 Pubmed_feat_L2.txt 0.000220898 0.000123189 9.7709e-05
10 Pubmed_feat_L2.txt 0.000216374 0.00011994 9.6434e-05
11 Pubmed_feat_L2.txt 0.000203884 0.000107258 9.6626e-05
0 Pubmed_A.txt 0.000313519 0.000287137 2.6382e-05
1 Pubmed_A.txt 0.00041617 0.000387746 2.8424e-05
2 Pubmed_A.txt 0.000355615 0.000323625 3.199e-05
3 Pubmed_A.txt 0.000410622 0.000381369 2.9253e-05
4 Pubmed_A.txt 0.000322752 0.000291403 3.1349e-05
5 Pubmed_A.txt 0.000437911 0.000384823 5.3088e-05
6 Pubmed_A.txt 0.00038363 0.000312404 7.1226e-05
7 Pubmed_A.txt 0.000447869 0.000384773 6.3096e-05
8 Pubmed_A.txt 0.000323094 0.000268051 5.5043e-05
9 Pubmed_A.txt 0.000389439 0.000343973 4.5466e-05
10 Pubmed_A.txt 0.00037366 0.000295189 7.8471e-05
11 Pubmed_A.txt 0.000438242 0.000352737 8.5505e-05
TACC:  Shutdown complete. Exiting. 
