TACC:  Starting up job 10065896 
TACC:  Starting parallel tasks... 
0 Pubmed_feat_L1.txt 0.00192416 0.000399828 0.00152433
1 Pubmed_feat_L1.txt 0.00189341 0.000274862 0.00161855
2 Pubmed_feat_L1.txt 0.00210723 0.000454571 0.00165266
3 Pubmed_feat_L1.txt 0.00203832 0.000324788 0.00171353
4 Pubmed_feat_L1.txt 0.00207873 0.000407227 0.0016715
5 Pubmed_feat_L1.txt 0.00199297 0.000281532 0.00171144
6 Pubmed_feat_L1.txt 0.00202572 0.000454773 0.00157095
7 Pubmed_feat_L1.txt 0.00211038 0.000327159 0.00178322
8 Pubmed_feat_L1.txt 0.00213653 0.000401864 0.00173467
9 Pubmed_feat_L1.txt 0.00214732 0.000270591 0.00187673
10 Pubmed_feat_L1.txt 0.00208225 0.000412205 0.00167005
11 Pubmed_feat_L1.txt 0.00206202 0.000305902 0.00175612
0 Pubmed_A.txt 0.000754627 0.000673582 8.1045e-05
1 Pubmed_A.txt 0.000717172 0.000643583 7.3589e-05
2 Pubmed_A.txt 0.000834928 0.000641324 0.000193604
3 Pubmed_A.txt 0.00074904 0.000646688 0.000102352
4 Pubmed_A.txt 0.000837437 0.000683223 0.000154214
5 Pubmed_A.txt 0.00089443 0.000719723 0.000174707
6 Pubmed_A.txt 0.000983729 0.000717942 0.000265787
7 Pubmed_A.txt 0.000959727 0.000681238 0.000278489
8 Pubmed_A.txt 0.00103391 0.000642667 0.000391242
9 Pubmed_A.txt 0.000784659 0.000617486 0.000167173
10 Pubmed_A.txt 0.000920802 0.000602608 0.000318194
11 Pubmed_A.txt 0.00101164 0.000678955 0.000332687
TACC:  Shutdown complete. Exiting. 
