TACC:  Starting up job 10065896 
TACC:  Starting parallel tasks... 
0 Pubmed_feat_L1.txt 0.00193243 0.000416002 0.00151643
1 Pubmed_feat_L1.txt 0.00206025 0.000457036 0.00160322
2 Pubmed_feat_L1.txt 0.00210069 0.000461717 0.00163897
3 Pubmed_feat_L1.txt 0.00204968 0.000335832 0.00171385
4 Pubmed_feat_L1.txt 0.00207279 0.000409495 0.0016633
5 Pubmed_feat_L1.txt 0.00215616 0.000461021 0.00169514
6 Pubmed_feat_L1.txt 0.00206127 0.000481354 0.00157991
7 Pubmed_feat_L1.txt 0.00212641 0.000337439 0.00178898
8 Pubmed_feat_L1.txt 0.00216239 0.000421912 0.00174047
9 Pubmed_feat_L1.txt 0.00232631 0.000454417 0.00187189
10 Pubmed_feat_L1.txt 0.0020987 0.000424224 0.00167448
11 Pubmed_feat_L1.txt 0.00206366 0.00030601 0.00175765
0 Pubmed_A.txt 0.000725353 0.000649293 7.606e-05
1 Pubmed_A.txt 0.000696694 0.000622223 7.4471e-05
2 Pubmed_A.txt 0.00080884 0.000626544 0.000182296
3 Pubmed_A.txt 0.000725922 0.000629712 9.621e-05
4 Pubmed_A.txt 0.000817894 0.000668285 0.000149609
5 Pubmed_A.txt 0.000871884 0.000704595 0.000167289
6 Pubmed_A.txt 0.000961503 0.000703839 0.000257664
7 Pubmed_A.txt 0.000937235 0.000668642 0.000268593
8 Pubmed_A.txt 0.00101466 0.000630551 0.000384105
9 Pubmed_A.txt 0.000770837 0.000610687 0.00016015
10 Pubmed_A.txt 0.000899209 0.000580232 0.000318977
11 Pubmed_A.txt 0.000993386 0.00065634 0.000337046
TACC:  Shutdown complete. Exiting. 
