TACC:  Starting up job 10024616 
TACC:  Starting parallel tasks... 
0 Cora_feat_L2.txt 0.00089356 0.000892566 9.94e-07
1 Cora_feat_L2.txt 0.00108151 0.00108055 9.64e-07
2 Cora_feat_L2.txt 0.00108248 0.00108156 9.21e-07
3 Cora_feat_L2.txt 0.00107952 0.00107862 9.03e-07
4 Cora_feat_L2.txt 0.00102923 0.00102831 9.2e-07
5 Cora_feat_L2.txt 0.000994639 0.000993664 9.75e-07
6 Cora_feat_L2.txt 0.000992603 0.000991739 8.64e-07
7 Cora_feat_L2.txt 0.00109621 0.00109518 1.029e-06
8 Cora_feat_L2.txt 0.000936255 0.00093535 9.05e-07
9 Cora_feat_L2.txt 0.000931119 0.000930149 9.7e-07
10 Cora_feat_L2.txt 0.00109846 0.00109763 8.32e-07
11 Cora_feat_L2.txt 0.00106996 0.00106918 7.84e-07
12 Cora_feat_L2.txt 0.00106389 0.00106298 9.08e-07
13 Cora_feat_L2.txt 0.00103459 0.00103344 1.148e-06
14 Cora_feat_L2.txt 0.00110098 0.00110003 9.49e-07
15 Cora_feat_L2.txt 0.000980022 0.000979043 9.79e-07
16 Cora_feat_L2.txt 0.00107624 0.0010751 1.141e-06
17 Cora_feat_L2.txt 0.000932753 0.000931862 8.91e-07
18 Cora_feat_L2.txt 0.000951826 0.000950802 1.024e-06
19 Cora_feat_L2.txt 0.00111383 0.0011128 1.032e-06
20 Cora_feat_L2.txt 0.00109657 0.00109565 9.16e-07
21 Cora_feat_L2.txt 0.00105835 0.00105746 8.88e-07
22 Cora_feat_L2.txt 0.00106234 0.00106146 8.86e-07
23 Cora_feat_L2.txt 0.00105014 0.0010494 7.35e-07
24 Cora_feat_L2.txt 0.00103814 0.00103731 8.39e-07
25 Cora_feat_L2.txt 0.000992688 0.000991731 9.57e-07
26 Cora_feat_L2.txt 0.00106241 0.00106155 8.57e-07
27 Cora_feat_L2.txt 0.000939032 0.000938046 9.86e-07
28 Cora_feat_L2.txt 0.00099914 0.000998231 9.09e-07
29 Cora_feat_L2.txt 0.00100078 0.000999751 1.028e-06
30 Cora_feat_L2.txt 0.000898325 0.000897349 9.76e-07
31 Cora_feat_L2.txt 0.00100575 0.00100469 1.064e-06
32 Cora_feat_L2.txt 0.000981344 0.000980429 9.15e-07
33 Cora_feat_L2.txt 0.00100535 0.00100442 9.33e-07
34 Cora_feat_L2.txt 0.00101162 0.00101067 9.42e-07
35 Cora_feat_L2.txt 0.000975537 0.000974685 8.52e-07
36 Cora_feat_L2.txt 0.00100051 0.000999613 9.01e-07
37 Cora_feat_L2.txt 0.000941157 0.000940215 9.42e-07
38 Cora_feat_L2.txt 0.00103955 0.00103865 8.99e-07
39 Cora_feat_L2.txt 0.000994901 0.000993817 1.084e-06
40 Cora_feat_L2.txt 0.000985331 0.000984406 9.25e-07
41 Cora_feat_L2.txt 0.00105209 0.00105113 9.53e-07
42 Cora_feat_L2.txt 0.00109399 0.00109304 9.48e-07
43 Cora_feat_L2.txt 0.00101716 0.00101619 9.73e-07
44 Cora_feat_L2.txt 0.00106596 0.00106506 8.99e-07
45 Cora_feat_L2.txt 0.000957447 0.000956603 8.44e-07
46 Cora_feat_L2.txt 0.000978942 0.000978039 9.03e-07
47 Cora_feat_L2.txt 0.00100171 0.00100101 6.93e-07
48 Cora_feat_L2.txt 0.00087341 0.00087173 1.68e-06
49 Cora_feat_L2.txt 0.00110658 0.00110532 1.256e-06
50 Cora_feat_L2.txt 0.00118616 0.00118507 1.088e-06
51 Cora_feat_L2.txt 0.00116574 0.00116453 1.215e-06
52 Cora_feat_L2.txt 0.00106638 0.00106527 1.111e-06
53 Cora_feat_L2.txt 0.00104299 0.00104174 1.252e-06
54 Cora_feat_L2.txt 0.00115103 0.00114993 1.099e-06
55 Cora_feat_L2.txt 0.00106072 0.0010595 1.222e-06
56 Cora_feat_L2.txt 0.00106027 0.00105928 9.87e-07
57 Cora_feat_L2.txt 0.001214 0.00121278 1.22e-06
58 Cora_feat_L2.txt 0.00106676 0.00106568 1.083e-06
59 Cora_feat_L2.txt 0.00116142 0.00116011 1.308e-06
60 Cora_feat_L2.txt 0.000968118 0.000967055 1.063e-06
61 Cora_feat_L2.txt 0.00104504 0.00104377 1.272e-06
62 Cora_feat_L2.txt 0.00116479 0.00116378 1.015e-06
63 Cora_feat_L2.txt 0.00113924 0.00113822 1.02e-06
64 Cora_feat_L2.txt 0.000924612 0.0009235 1.112e-06
65 Cora_feat_L2.txt 0.00112012 0.00111887 1.252e-06
66 Cora_feat_L2.txt 0.00114341 0.00114219 1.221e-06
67 Cora_feat_L2.txt 0.00111772 0.00111663 1.093e-06
68 Cora_feat_L2.txt 0.00106359 0.00106249 1.096e-06
69 Cora_feat_L2.txt 0.00112137 0.00112016 1.205e-06
70 Cora_feat_L2.txt 0.00111086 0.00110977 1.086e-06
71 Cora_feat_L2.txt 0.0010638 0.00106254 1.254e-06
72 Cora_feat_L2.txt 0.000957338 0.000956253 1.085e-06
73 Cora_feat_L2.txt 0.0011448 0.0011436 1.199e-06
74 Cora_feat_L2.txt 0.00106768 0.00106659 1.084e-06
75 Cora_feat_L2.txt 0.000941235 0.000940123 1.112e-06
76 Cora_feat_L2.txt 0.00117869 0.00117752 1.171e-06
77 Cora_feat_L2.txt 0.00104046 0.00103928 1.177e-06
78 Cora_feat_L2.txt 0.00116171 0.00116065 1.061e-06
79 Cora_feat_L2.txt 0.00107957 0.00107838 1.194e-06
80 Cora_feat_L2.txt 0.000857187 0.000856021 1.166e-06
81 Cora_feat_L2.txt 0.0010415 0.00104027 1.233e-06
82 Cora_feat_L2.txt 0.000975371 0.000974292 1.079e-06
83 Cora_feat_L2.txt 0.000985609 0.000984307 1.302e-06
84 Cora_feat_L2.txt 0.000804514 0.000802873 1.641e-06
85 Cora_feat_L2.txt 0.00100881 0.00100776 1.052e-06
86 Cora_feat_L2.txt 0.0010208 0.00101975 1.044e-06
87 Cora_feat_L2.txt 0.0010247 0.00102342 1.284e-06
88 Cora_feat_L2.txt 0.00118434 0.00118326 1.08e-06
89 Cora_feat_L2.txt 0.00112432 0.00112305 1.27e-06
90 Cora_feat_L2.txt 0.00107316 0.001072 1.156e-06
91 Cora_feat_L2.txt 0.00108419 0.00108311 1.076e-06
92 Cora_feat_L2.txt 0.00101802 0.00101691 1.107e-06
93 Cora_feat_L2.txt 0.00101601 0.00101479 1.22e-06
94 Cora_feat_L2.txt 0.00111773 0.00111662 1.111e-06
95 Cora_feat_L2.txt 0.0011199 0.00111863 1.278e-06
96 Cora_feat_L2.txt 0.000918833 0.000917904 9.29e-07
97 Cora_feat_L2.txt 0.000869948 0.000869099 8.49e-07
98 Cora_feat_L2.txt 0.00106768 0.00106671 9.65e-07
99 Cora_feat_L2.txt 0.00101658 0.00101569 8.86e-07
100 Cora_feat_L2.txt 0.000950814 0.000949958 8.56e-07
101 Cora_feat_L2.txt 0.00124667 0.00124563 1.037e-06
102 Cora_feat_L2.txt 0.000917046 0.000916014 1.032e-06
103 Cora_feat_L2.txt 0.0010572 0.00105642 7.87e-07
104 Cora_feat_L2.txt 0.000822582 0.000821684 8.98e-07
105 Cora_feat_L2.txt 0.00110292 0.00110198 9.37e-07
106 Cora_feat_L2.txt 0.00100526 0.0010044 8.66e-07
107 Cora_feat_L2.txt 0.00110137 0.00110038 9.91e-07
108 Cora_feat_L2.txt 0.00102296 0.00102186 1.098e-06
109 Cora_feat_L2.txt 0.000975563 0.000974551 1.012e-06
110 Cora_feat_L2.txt 0.00107656 0.00107557 9.88e-07
111 Cora_feat_L2.txt 0.00102025 0.00101929 9.6e-07
112 Cora_feat_L2.txt 0.00103295 0.00103203 9.15e-07
113 Cora_feat_L2.txt 0.00101135 0.0010103 1.049e-06
114 Cora_feat_L2.txt 0.000980698 0.000979784 9.14e-07
115 Cora_feat_L2.txt 0.00103961 0.00103858 1.032e-06
116 Cora_feat_L2.txt 0.000993723 0.00099285 8.73e-07
117 Cora_feat_L2.txt 0.000956007 0.000955151 8.56e-07
118 Cora_feat_L2.txt 0.000997446 0.000996527 9.19e-07
119 Cora_feat_L2.txt 0.000919229 0.00091827 9.59e-07
120 Cora_feat_L2.txt 0.000902085 0.000901121 9.64e-07
121 Cora_feat_L2.txt 0.00117553 0.0011745 1.026e-06
122 Cora_feat_L2.txt 0.00107914 0.00107824 8.91e-07
123 Cora_feat_L2.txt 0.000931583 0.000930676 9.07e-07
124 Cora_feat_L2.txt 0.0011319 0.00113101 8.92e-07
125 Cora_feat_L2.txt 0.00095057 0.000949532 1.038e-06
126 Cora_feat_L2.txt 0.00114114 0.00114019 9.45e-07
127 Cora_feat_L2.txt 0.00104741 0.00104639 1.018e-06
128 Cora_feat_L2.txt 0.000841475 0.000840544 9.31e-07
129 Cora_feat_L2.txt 0.00110015 0.00109913 1.019e-06
130 Cora_feat_L2.txt 0.00117519 0.00117428 9.14e-07
131 Cora_feat_L2.txt 0.00110491 0.00110393 9.87e-07
132 Cora_feat_L2.txt 0.00110366 0.00110274 9.22e-07
133 Cora_feat_L2.txt 0.00114417 0.00114315 1.023e-06
134 Cora_feat_L2.txt 0.00102742 0.00102653 8.84e-07
135 Cora_feat_L2.txt 0.00097271 0.000971699 1.011e-06
136 Cora_feat_L2.txt 0.00101706 0.00101616 9.05e-07
137 Cora_feat_L2.txt 0.000986273 0.000985271 1.002e-06
138 Cora_feat_L2.txt 0.00108152 0.00108069 8.31e-07
139 Cora_feat_L2.txt 0.00104249 0.00104167 8.24e-07
140 Cora_feat_L2.txt 0.00100632 0.00100539 9.27e-07
141 Cora_feat_L2.txt 0.00109482 0.00109377 1.053e-06
142 Cora_feat_L2.txt 0.00100905 0.00100814 9.1e-07
143 Cora_feat_L2.txt 0.000972149 0.000971052 1.097e-06
144 Cora_feat_L2.txt 0.000898064 0.000897101 9.63e-07
145 Cora_feat_L2.txt 0.000890993 0.000889965 1.028e-06
146 Cora_feat_L2.txt 0.000945262 0.000944336 9.26e-07
147 Cora_feat_L2.txt 0.000903945 0.000902888 1.057e-06
148 Cora_feat_L2.txt 0.000950494 0.000949569 9.25e-07
149 Cora_feat_L2.txt 0.000900701 0.00089974 9.61e-07
150 Cora_feat_L2.txt 0.000873348 0.000872434 9.14e-07
151 Cora_feat_L2.txt 0.000911234 0.000910162 1.072e-06
152 Cora_feat_L2.txt 0.000882651 0.000881703 9.48e-07
153 Cora_feat_L2.txt 0.000931411 0.000930501 9.1e-07
154 Cora_feat_L2.txt 0.00088707 0.000886115 9.55e-07
155 Cora_feat_L2.txt 0.00101368 0.00101276 9.16e-07
156 Cora_feat_L2.txt 0.000890324 0.000889401 9.23e-07
157 Cora_feat_L2.txt 0.000871875 0.000870941 9.34e-07
158 Cora_feat_L2.txt 0.00088585 0.000884905 9.45e-07
159 Cora_feat_L2.txt 0.00100617 0.00100511 1.061e-06
160 Cora_feat_L2.txt 0.00102442 0.00102348 9.4e-07
161 Cora_feat_L2.txt 0.000969195 0.000968132 1.063e-06
162 Cora_feat_L2.txt 0.000969763 0.000968872 8.91e-07
163 Cora_feat_L2.txt 0.00101442 0.0010134 1.015e-06
164 Cora_feat_L2.txt 0.00104002 0.00103904 9.73e-07
165 Cora_feat_L2.txt 0.00100937 0.0010083 1.074e-06
166 Cora_feat_L2.txt 0.00102426 0.00102329 9.69e-07
167 Cora_feat_L2.txt 0.00105705 0.00105605 9.97e-07
168 Cora_feat_L2.txt 0.000945491 0.000944523 9.68e-07
169 Cora_feat_L2.txt 0.00100747 0.00100641 1.06e-06
170 Cora_feat_L2.txt 0.00109639 0.00109541 9.87e-07
171 Cora_feat_L2.txt 0.000994897 0.000993796 1.101e-06
172 Cora_feat_L2.txt 0.00101318 0.00101229 8.95e-07
173 Cora_feat_L2.txt 0.000955904 0.000955007 8.97e-07
174 Cora_feat_L2.txt 0.000968312 0.000967375 9.37e-07
175 Cora_feat_L2.txt 0.000918877 0.000917824 1.053e-06
176 Cora_feat_L2.txt 0.000870846 0.000869955 8.91e-07
177 Cora_feat_L2.txt 0.000985981 0.000984928 1.053e-06
178 Cora_feat_L2.txt 0.000946507 0.000945665 8.42e-07
179 Cora_feat_L2.txt 0.00099015 0.000989293 8.57e-07
180 Cora_feat_L2.txt 0.000943679 0.000942845 8.34e-07
181 Cora_feat_L2.txt 0.000969866 0.000968872 9.94e-07
182 Cora_feat_L2.txt 0.000899136 0.000898197 9.39e-07
183 Cora_feat_L2.txt 0.000937776 0.000936743 1.033e-06
184 Cora_feat_L2.txt 0.00102362 0.00102267 9.42e-07
185 Cora_feat_L2.txt 0.000880722 0.000879774 9.48e-07
186 Cora_feat_L2.txt 0.000887284 0.000886261 1.023e-06
187 Cora_feat_L2.txt 0.000959545 0.000958522 1.023e-06
188 Cora_feat_L2.txt 0.00105583 0.00105486 9.7e-07
189 Cora_feat_L2.txt 0.000887673 0.000886649 1.024e-06
190 Cora_feat_L2.txt 0.000889365 0.000888283 1.082e-06
191 Cora_feat_L2.txt 0.000932259 0.0009314 8.59e-07
192 Cora_feat_L2.txt 0.000993105 0.000991988 1.117e-06
193 Cora_feat_L2.txt 0.0010153 0.0010143 1.001e-06
194 Cora_feat_L2.txt 0.00106433 0.00106339 9.39e-07
195 Cora_feat_L2.txt 0.00127328 0.00127229 9.85e-07
196 Cora_feat_L2.txt 0.00100852 0.00100766 8.58e-07
197 Cora_feat_L2.txt 0.00101456 0.00101361 9.44e-07
198 Cora_feat_L2.txt 0.00108384 0.00108298 8.58e-07
199 Cora_feat_L2.txt 0.00100903 0.00100813 8.96e-07
200 Cora_feat_L2.txt 0.00112252 0.00112162 8.98e-07
201 Cora_feat_L2.txt 0.0010089 0.00100785 1.051e-06
