TACC:  Starting up job 10066093 
TACC:  Starting parallel tasks... 
0 Cora_feat_L1.txt 0.000946505 0.000934423 1.2082e-05
1 Cora_feat_L1.txt 0.00039996 0.000385515 1.4445e-05
2 Cora_feat_L1.txt 0.000522464 0.000509371 1.3093e-05
3 Cora_feat_L1.txt 0.00050105 0.000486626 1.4424e-05
4 Cora_feat_L1.txt 0.00110546 0.00109219 1.327e-05
5 Cora_feat_L1.txt 0.000483524 0.000470155 1.3369e-05
6 Cora_feat_L1.txt 0.000561341 0.000546733 1.4608e-05
7 Cora_feat_L1.txt 0.000484492 0.000470487 1.4005e-05
8 Cora_feat_L1.txt 0.000950675 0.000936386 1.4289e-05
9 Cora_feat_L1.txt 0.000403623 0.000388241 1.5382e-05
10 Cora_feat_L1.txt 0.000528352 0.000512807 1.5545e-05
11 Cora_feat_L1.txt 0.000498075 0.000483563 1.4512e-05
12 Cora_feat_L1.txt 0.000955645 0.000941343 1.4302e-05
13 Cora_feat_L1.txt 0.000480624 0.000466352 1.4272e-05
14 Cora_feat_L1.txt 0.000553787 0.000538866 1.4921e-05
15 Cora_feat_L1.txt 0.00047653 0.000461245 1.5285e-05
16 Cora_feat_L1.txt 0.000942628 0.000929701 1.2927e-05
17 Cora_feat_L1.txt 0.000404913 0.000390479 1.4434e-05
18 Cora_feat_L1.txt 0.000521715 0.000506907 1.4808e-05
19 Cora_feat_L1.txt 0.000489407 0.000473858 1.5549e-05
20 Cora_feat_L1.txt 0.000973822 0.000959137 1.4685e-05
21 Cora_feat_L1.txt 0.00048575 0.00046985 1.59e-05
22 Cora_feat_L1.txt 0.00055643 0.00054403 1.24e-05
23 Cora_feat_L1.txt 0.00048635 0.000471862 1.4488e-05
24 Cora_feat_L1.txt 0.000946005 0.000931468 1.4537e-05
25 Cora_feat_L1.txt 0.000409041 0.00039401 1.5031e-05
26 Cora_feat_L1.txt 0.000517972 0.000504557 1.3415e-05
27 Cora_feat_L1.txt 0.000492635 0.000477625 1.501e-05
28 Cora_feat_L1.txt 0.00097892 0.000964556 1.4364e-05
29 Cora_feat_L1.txt 0.000475651 0.000460936 1.4715e-05
30 Cora_feat_L1.txt 0.000560205 0.000544932 1.5273e-05
31 Cora_feat_L1.txt 0.000484317 0.000469604 1.4713e-05
32 Cora_feat_L1.txt 0.000950389 0.00093573 1.4659e-05
33 Cora_feat_L1.txt 0.000399803 0.000383732 1.6071e-05
34 Cora_feat_L1.txt 0.000525753 0.000511565 1.4188e-05
35 Cora_feat_L1.txt 0.000502401 0.000487641 1.476e-05
36 Cora_feat_L1.txt 0.000987355 0.000971786 1.5569e-05
37 Cora_feat_L1.txt 0.000474392 0.00045986 1.4532e-05
38 Cora_feat_L1.txt 0.000549361 0.00053548 1.3881e-05
39 Cora_feat_L1.txt 0.000478821 0.000465053 1.3768e-05
40 Cora_feat_L1.txt 0.00094728 0.000932446 1.4834e-05
41 Cora_feat_L1.txt 0.000389046 0.000377248 1.1798e-05
42 Cora_feat_L1.txt 0.000540357 0.000525754 1.4603e-05
43 Cora_feat_L1.txt 0.000505235 0.000490208 1.5027e-05
44 Cora_feat_L1.txt 0.000992106 0.000976189 1.5917e-05
45 Cora_feat_L1.txt 0.000475936 0.000459266 1.667e-05
46 Cora_feat_L1.txt 0.000551563 0.000537073 1.449e-05
47 Cora_feat_L1.txt 0.00047722 0.000463078 1.4142e-05
48 Cora_feat_L1.txt 0.000946945 0.00093154 1.5405e-05
49 Cora_feat_L1.txt 0.000394131 0.000378921 1.521e-05
50 Cora_feat_L1.txt 0.000534479 0.000508977 2.5502e-05
51 Cora_feat_L1.txt 0.000500385 0.000484927 1.5458e-05
52 Cora_feat_L1.txt 0.00098544 0.00097058 1.486e-05
53 Cora_feat_L1.txt 0.000484733 0.000470146 1.4587e-05
54 Cora_feat_L1.txt 0.000557569 0.000541761 1.5808e-05
55 Cora_feat_L1.txt 0.000482016 0.000467388 1.4628e-05
56 Cora_feat_L1.txt 0.000944308 0.000929976 1.4332e-05
57 Cora_feat_L1.txt 0.000391596 0.000377335 1.4261e-05
58 Cora_feat_L1.txt 0.000518564 0.000502901 1.5663e-05
59 Cora_feat_L1.txt 0.000495065 0.000480708 1.4357e-05
60 Cora_feat_L1.txt 0.000984943 0.00096869 1.6253e-05
61 Cora_feat_L1.txt 0.000476499 0.000461535 1.4964e-05
62 Cora_feat_L1.txt 0.000549434 0.000534491 1.4943e-05
63 Cora_feat_L1.txt 0.000481366 0.000465761 1.5605e-05
64 Cora_feat_L1.txt 0.000851104 0.000830356 2.0748e-05
65 Cora_feat_L1.txt 0.000359052 0.00034389 1.5162e-05
