TACC:  Starting up job 10066088 
TACC:  Starting parallel tasks... 
0 Citeseer_feat_L1.txt 0.0006746 0.000529525 0.000145075
1 Citeseer_feat_L1.txt 0.000789643 0.00065615 0.000133493
2 Citeseer_feat_L1.txt 0.000772719 0.000636169 0.00013655
3 Citeseer_feat_L1.txt 0.00061107 0.000474923 0.000136147
4 Citeseer_feat_L1.txt 0.000827925 0.000693944 0.000133981
5 Citeseer_feat_L1.txt 0.000905543 0.000772079 0.000133464
6 Citeseer_feat_L1.txt 0.00086014 0.000721071 0.000139069
7 Citeseer_feat_L1.txt 0.000711574 0.000568907 0.000142667
8 Citeseer_feat_L1.txt 0.000713941 0.00057721 0.000136731
9 Citeseer_feat_L1.txt 0.000793575 0.000656132 0.000137443
10 Citeseer_feat_L1.txt 0.000824351 0.000682966 0.000141385
11 Citeseer_feat_L1.txt 0.000666424 0.000524386 0.000142038
12 Citeseer_feat_L1.txt 0.000787201 0.000646114 0.000141087
13 Citeseer_feat_L1.txt 0.00085978 0.000720682 0.000139098
14 Citeseer_feat_L1.txt 0.000861725 0.000717818 0.000143907
15 Citeseer_feat_L1.txt 0.000713751 0.000565734 0.000148017
0 Citeseer_A.txt 0.000181729 0.000171113 1.0616e-05
1 Citeseer_A.txt 0.000163254 0.000156035 7.219e-06
2 Citeseer_A.txt 0.000168886 0.000160869 8.017e-06
3 Citeseer_A.txt 0.000179495 0.000170708 8.787e-06
4 Citeseer_A.txt 0.000213942 0.00020448 9.462e-06
5 Citeseer_A.txt 0.000181482 0.000172518 8.964e-06
6 Citeseer_A.txt 0.000179722 0.000168124 1.1598e-05
7 Citeseer_A.txt 0.000186778 0.000172407 1.4371e-05
8 Citeseer_A.txt 0.0002275 0.000213962 1.3538e-05
9 Citeseer_A.txt 0.000175762 0.000159752 1.601e-05
10 Citeseer_A.txt 0.000178471 0.000159896 1.8575e-05
11 Citeseer_A.txt 0.00019799 0.000174476 2.3514e-05
12 Citeseer_A.txt 0.000231065 0.000203015 2.805e-05
13 Citeseer_A.txt 0.000200098 0.000176977 2.3121e-05
14 Citeseer_A.txt 0.000188504 0.00016981 1.8694e-05
15 Citeseer_A.txt 0.000197358 0.000177958 1.94e-05
TACC:  Shutdown complete. Exiting. 
