TACC:  Starting up job 10066088 
TACC:  Starting parallel tasks... 
0 Cora_feat_L2.txt 8.4753e-05 6.0931e-05 2.3822e-05
1 Cora_feat_L2.txt 9.6883e-05 7.3621e-05 2.3262e-05
2 Cora_feat_L2.txt 8.6238e-05 6.3466e-05 2.2772e-05
3 Cora_feat_L2.txt 9.8306e-05 7.5317e-05 2.2989e-05
4 Cora_feat_L2.txt 8.2246e-05 5.9689e-05 2.2557e-05
5 Cora_feat_L2.txt 9.5259e-05 7.1846e-05 2.3413e-05
6 Cora_feat_L2.txt 8.5443e-05 6.1725e-05 2.3718e-05
7 Cora_feat_L2.txt 9.6955e-05 7.4242e-05 2.2713e-05
8 Cora_feat_L2.txt 8.0695e-05 5.7616e-05 2.3079e-05
9 Cora_feat_L2.txt 9.6649e-05 7.3421e-05 2.3228e-05
10 Cora_feat_L2.txt 8.3796e-05 6.0692e-05 2.3104e-05
11 Cora_feat_L2.txt 9.7387e-05 7.4301e-05 2.3086e-05
12 Cora_feat_L2.txt 8.2379e-05 5.8917e-05 2.3462e-05
13 Cora_feat_L2.txt 9.9001e-05 7.5524e-05 2.3477e-05
14 Cora_feat_L2.txt 8.6667e-05 6.3593e-05 2.3074e-05
15 Cora_feat_L2.txt 0.000101694 7.7846e-05 2.3848e-05
0 Cora_A.txt 6.57e-05 5.9768e-05 5.932e-06
1 Cora_A.txt 7.9179e-05 7.3867e-05 5.312e-06
2 Cora_A.txt 7.9297e-05 7.292e-05 6.377e-06
3 Cora_A.txt 8.3527e-05 7.6666e-05 6.861e-06
4 Cora_A.txt 0.000140395 0.000128422 1.1973e-05
5 Cora_A.txt 8.2574e-05 7.5199e-05 7.375e-06
6 Cora_A.txt 8.4769e-05 7.6394e-05 8.375e-06
7 Cora_A.txt 8.5942e-05 7.6766e-05 9.176e-06
8 Cora_A.txt 0.000118309 0.000107992 1.0317e-05
9 Cora_A.txt 8.1087e-05 7.3228e-05 7.859e-06
10 Cora_A.txt 8.135e-05 7.2193e-05 9.157e-06
11 Cora_A.txt 9.0669e-05 7.8664e-05 1.2005e-05
12 Cora_A.txt 0.000140094 0.000128589 1.1505e-05
13 Cora_A.txt 8.7034e-05 7.6602e-05 1.0432e-05
14 Cora_A.txt 8.6573e-05 7.8532e-05 8.041e-06
15 Cora_A.txt 9.0969e-05 7.8479e-05 1.249e-05
TACC:  Shutdown complete. Exiting. 
