TACC:  Starting up job 10364762 
TACC:  Starting parallel tasks... 
0 PPI_feat_L1.txt 7.3726e-05 7.2839e-05 8.87e-07
1 PPI_feat_L1.txt 8.7398e-05 7.3306e-05 1.4092e-05
2 PPI_feat_L1.txt 8.6115e-05 7.0921e-05 1.5194e-05
3 PPI_feat_L1.txt 9.4638e-05 8.871e-05 5.928e-06
4 PPI_feat_L1.txt 7.9528e-05 7.3987e-05 5.541e-06
5 PPI_feat_L1.txt 8.4242e-05 7.5632e-05 8.61e-06
6 PPI_feat_L1.txt 7.6693e-05 7.1615e-05 5.078e-06
7 PPI_feat_L1.txt 8.2824e-05 7.7601e-05 5.223e-06
8 PPI_feat_L1.txt 8.3583e-05 6.9206e-05 1.4377e-05
9 PPI_feat_L1.txt 9.0324e-05 8.281e-05 7.514e-06
10 PPI_feat_L1.txt 8.3051e-05 6.8688e-05 1.4363e-05
11 PPI_feat_L1.txt 9.4273e-05 8.6435e-05 7.838e-06
12 PPI_feat_L1.txt 8.9895e-05 7.2751e-05 1.7144e-05
13 PPI_feat_L1.txt 8.842e-05 8.3567e-05 4.853e-06
14 PPI_feat_L1.txt 8.5342e-05 7.109e-05 1.4252e-05
15 PPI_feat_L1.txt 9.0899e-05 8.606e-05 4.839e-06
0 PPI_A.txt 0.00016842 0.000113961 5.4459e-05
1 PPI_A.txt 0.000156388 0.00011222 4.4168e-05
2 PPI_A.txt 0.000180189 0.000116444 6.3745e-05
3 PPI_A.txt 0.000165247 0.000111202 5.4045e-05
4 PPI_A.txt 0.000162709 0.000114377 4.8332e-05
5 PPI_A.txt 0.000179439 0.000112417 6.7022e-05
6 PPI_A.txt 0.000155705 0.00011443 4.1275e-05
7 PPI_A.txt 0.0001608 0.000111548 4.9252e-05
8 PPI_A.txt 0.000163419 0.000112351 5.1068e-05
9 PPI_A.txt 0.000173502 0.000114859 5.8643e-05
10 PPI_A.txt 0.000166845 0.000116357 5.0488e-05
11 PPI_A.txt 0.000164141 0.000112225 5.1916e-05
12 PPI_A.txt 0.00016743 0.000116593 5.0837e-05
13 PPI_A.txt 0.00015463 0.000112425 4.2205e-05
14 PPI_A.txt 0.000125635 0.000115867 9.768e-06
15 PPI_A.txt 0.000116159 0.000112878 3.281e-06
TACC:  Shutdown complete. Exiting. 
