TACC:  Starting up job 10066088 
TACC:  Starting parallel tasks... 
0 Cora_feat_L2.txt 8.2796e-05 6.0359e-05 2.2437e-05
1 Cora_feat_L2.txt 9.111e-05 6.7807e-05 2.3303e-05
2 Cora_feat_L2.txt 7.494e-05 5.2152e-05 2.2788e-05
3 Cora_feat_L2.txt 8.8146e-05 6.5198e-05 2.2948e-05
4 Cora_feat_L2.txt 8.1224e-05 5.7931e-05 2.3293e-05
5 Cora_feat_L2.txt 9.2977e-05 6.9669e-05 2.3308e-05
6 Cora_feat_L2.txt 7.6135e-05 5.2841e-05 2.3294e-05
7 Cora_feat_L2.txt 8.9607e-05 6.6711e-05 2.2896e-05
8 Cora_feat_L2.txt 8.5786e-05 6.272e-05 2.3066e-05
9 Cora_feat_L2.txt 9.0472e-05 6.7249e-05 2.3223e-05
10 Cora_feat_L2.txt 7.7441e-05 5.4289e-05 2.3152e-05
11 Cora_feat_L2.txt 8.7901e-05 6.4816e-05 2.3085e-05
12 Cora_feat_L2.txt 8.2839e-05 5.9447e-05 2.3392e-05
13 Cora_feat_L2.txt 8.943e-05 6.5816e-05 2.3614e-05
14 Cora_feat_L2.txt 7.5727e-05 5.2425e-05 2.3302e-05
15 Cora_feat_L2.txt 8.7675e-05 6.3987e-05 2.3688e-05
0 Cora_A.txt 8.238e-05 7.708e-05 5.3e-06
1 Cora_A.txt 9.7036e-05 9.1652e-05 5.384e-06
2 Cora_A.txt 0.000115345 0.00010922 6.125e-06
3 Cora_A.txt 0.000110499 0.000103872 6.627e-06
4 Cora_A.txt 0.000138629 0.000130307 8.322e-06
5 Cora_A.txt 9.2832e-05 8.5672e-05 7.16e-06
6 Cora_A.txt 0.000122111 0.000113947 8.164e-06
7 Cora_A.txt 9.5846e-05 8.6569e-05 9.277e-06
8 Cora_A.txt 0.000155749 0.00014558 1.0169e-05
9 Cora_A.txt 9.8393e-05 9.0392e-05 8.001e-06
10 Cora_A.txt 0.000117766 0.000108411 9.355e-06
11 Cora_A.txt 0.000116863 0.000105216 1.1647e-05
12 Cora_A.txt 0.000142233 0.000130723 1.151e-05
13 Cora_A.txt 9.744e-05 8.7236e-05 1.0204e-05
14 Cora_A.txt 0.000124077 0.000116202 7.875e-06
15 Cora_A.txt 0.000100409 8.8126e-05 1.2283e-05
TACC:  Shutdown complete. Exiting. 
