TACC:  Starting up job 10066086 
TACC:  Starting parallel tasks... 
0 Citeseer_feat_L2.txt 0.000193038 0.000186118 6.92e-06
1 Citeseer_feat_L2.txt 0.000131277 0.000124718 6.559e-06
2 Citeseer_feat_L2.txt 0.000198663 0.000191811 6.852e-06
3 Citeseer_feat_L2.txt 0.000121601 0.000114446 7.155e-06
4 Citeseer_feat_L2.txt 0.000198556 0.000191437 7.119e-06
5 Citeseer_feat_L2.txt 0.000125463 0.00011836 7.103e-06
6 Citeseer_feat_L2.txt 0.000205834 0.000198806 7.028e-06
7 Citeseer_feat_L2.txt 0.000135148 0.000128485 6.663e-06
8 Citeseer_feat_L2.txt 0.000200739 0.000194066 6.673e-06
9 Citeseer_feat_L2.txt 0.000135282 0.000128406 6.876e-06
10 Citeseer_feat_L2.txt 0.00021848 0.000211448 7.032e-06
11 Citeseer_feat_L2.txt 0.000137608 0.000130349 7.259e-06
12 Citeseer_feat_L2.txt 0.000199365 0.000192303 7.062e-06
13 Citeseer_feat_L2.txt 0.00013482 0.000127443 7.377e-06
14 Citeseer_feat_L2.txt 0.000199985 0.000193059 6.926e-06
15 Citeseer_feat_L2.txt 0.000117115 0.000110056 7.059e-06
16 Citeseer_feat_L2.txt 0.000190717 0.000184031 6.686e-06
17 Citeseer_feat_L2.txt 0.000130097 0.000123203 6.894e-06
18 Citeseer_feat_L2.txt 0.000202757 0.00019583 6.927e-06
19 Citeseer_feat_L2.txt 0.000113811 0.000107219 6.592e-06
20 Citeseer_feat_L2.txt 0.000193303 0.000186319 6.984e-06
21 Citeseer_feat_L2.txt 0.000133459 0.000126474 6.985e-06
22 Citeseer_feat_L2.txt 0.0002058 0.000199036 6.764e-06
23 Citeseer_feat_L2.txt 0.000134069 0.000127138 6.931e-06
24 Citeseer_feat_L2.txt 0.000191677 0.000184963 6.714e-06
25 Citeseer_feat_L2.txt 0.000119095 0.000112001 7.094e-06
26 Citeseer_feat_L2.txt 0.000203152 0.000195929 7.223e-06
27 Citeseer_feat_L2.txt 0.000125749 0.000118629 7.12e-06
28 Citeseer_feat_L2.txt 0.000194986 0.000188423 6.563e-06
29 Citeseer_feat_L2.txt 0.0001292 0.000122317 6.883e-06
30 Citeseer_feat_L2.txt 0.000206877 0.000199817 7.06e-06
31 Citeseer_feat_L2.txt 0.000120805 0.000114103 6.702e-06
32 Citeseer_feat_L2.txt 0.000194663 0.000187832 6.831e-06
33 Citeseer_feat_L2.txt 0.000135905 0.000128772 7.133e-06
34 Citeseer_feat_L2.txt 0.000210379 0.000203002 7.377e-06
