TACC:  Starting up job 10364762 
TACC:  Starting parallel tasks... 
0 PPI_feat_L2.txt 0.000129143 9.503e-05 3.4113e-05
1 PPI_feat_L2.txt 0.000107693 8.2808e-05 2.4885e-05
2 PPI_feat_L2.txt 0.000113948 8.7105e-05 2.6843e-05
3 PPI_feat_L2.txt 0.000111822 8.5453e-05 2.6369e-05
4 PPI_feat_L2.txt 0.000119663 9.3831e-05 2.5832e-05
5 PPI_feat_L2.txt 0.000116303 8.4545e-05 3.1758e-05
6 PPI_feat_L2.txt 0.000112732 8.6745e-05 2.5987e-05
7 PPI_feat_L2.txt 0.00011313 8.5221e-05 2.7909e-05
8 PPI_feat_L2.txt 0.000125881 9.6933e-05 2.8948e-05
9 PPI_feat_L2.txt 0.000112361 8.3591e-05 2.877e-05
10 PPI_feat_L2.txt 0.000113185 8.4435e-05 2.875e-05
11 PPI_feat_L2.txt 0.000112141 8.4558e-05 2.7583e-05
12 PPI_feat_L2.txt 0.000121159 9.47e-05 2.6459e-05
13 PPI_feat_L2.txt 0.000110831 8.2865e-05 2.7966e-05
14 PPI_feat_L2.txt 0.000113764 8.589e-05 2.7874e-05
15 PPI_feat_L2.txt 0.000113332 8.4824e-05 2.8508e-05
0 PPI_A.txt 0.00141116 0.00102301 0.000388147
1 PPI_A.txt 0.00135031 0.0010018 0.00034851
2 PPI_A.txt 0.00133957 0.000847832 0.000491735
3 PPI_A.txt 0.00137551 0.000961272 0.000414236
4 PPI_A.txt 0.00135791 0.000976837 0.000381076
5 PPI_A.txt 0.00155374 0.00106344 0.000490299
6 PPI_A.txt 0.00133177 0.000997891 0.000333876
7 PPI_A.txt 0.0013328 0.000953785 0.000379011
8 PPI_A.txt 0.0014175 0.00101915 0.000398352
9 PPI_A.txt 0.00145814 0.00100854 0.000449602
10 PPI_A.txt 0.00125428 0.000855498 0.000398781
11 PPI_A.txt 0.00136614 0.00096749 0.000398645
12 PPI_A.txt 0.00138056 0.000985032 0.00039553
13 PPI_A.txt 0.00137922 0.00105232 0.000326903
14 PPI_A.txt 0.00109688 0.0010072 8.9676e-05
15 PPI_A.txt 0.000999363 0.000951649 4.7714e-05
TACC:  Shutdown complete. Exiting. 
