TACC:  Starting up job 10364762 
TACC:  Starting parallel tasks... 
0 PPI_feat_L2.txt 0.000130085 0.000100622 2.9463e-05
1 PPI_feat_L2.txt 0.000116136 8.7665e-05 2.8471e-05
2 PPI_feat_L2.txt 0.000125628 9.8964e-05 2.6664e-05
3 PPI_feat_L2.txt 0.000128881 8.8357e-05 4.0524e-05
4 PPI_feat_L2.txt 0.000126306 0.000100845 2.5461e-05
5 PPI_feat_L2.txt 0.000114607 8.8039e-05 2.6568e-05
6 PPI_feat_L2.txt 0.000122861 9.6359e-05 2.6502e-05
7 PPI_feat_L2.txt 0.000115532 9.0673e-05 2.4859e-05
8 PPI_feat_L2.txt 0.00013095 0.000101282 2.9668e-05
9 PPI_feat_L2.txt 0.000116474 8.7809e-05 2.8665e-05
10 PPI_feat_L2.txt 0.000127891 9.8538e-05 2.9353e-05
11 PPI_feat_L2.txt 0.000114956 8.9005e-05 2.5951e-05
12 PPI_feat_L2.txt 0.000129389 0.000100093 2.9296e-05
13 PPI_feat_L2.txt 0.000112951 8.746e-05 2.5491e-05
14 PPI_feat_L2.txt 0.000123506 9.6464e-05 2.7042e-05
15 PPI_feat_L2.txt 0.000117392 8.9143e-05 2.8249e-05
0 PPI_A.txt 0.00140215 0.00101078 0.000391366
1 PPI_A.txt 0.00137826 0.0010381 0.000340154
2 PPI_A.txt 0.00150042 0.000996647 0.000503777
3 PPI_A.txt 0.00141082 0.000990245 0.000420576
4 PPI_A.txt 0.00135348 0.000973832 0.00037965
5 PPI_A.txt 0.00157119 0.00107769 0.000493506
6 PPI_A.txt 0.00135378 0.00103457 0.000319211
7 PPI_A.txt 0.00135288 0.000973219 0.00037966
8 PPI_A.txt 0.00140293 0.00101019 0.00039274
9 PPI_A.txt 0.00147535 0.00103516 0.000440192
10 PPI_A.txt 0.00137319 0.000989379 0.000383811
11 PPI_A.txt 0.00139934 0.000991306 0.000408038
12 PPI_A.txt 0.00136293 0.000974549 0.000388378
13 PPI_A.txt 0.00140241 0.00107401 0.000328403
14 PPI_A.txt 0.00111526 0.00102492 9.0333e-05
15 PPI_A.txt 0.00102323 0.000975583 4.765e-05
TACC:  Shutdown complete. Exiting. 
