TACC:  Starting up job 10066086 
TACC:  Starting parallel tasks... 
0 Cora_feat_L2.txt 0.00017505 0.000166745 8.305e-06
1 Cora_feat_L2.txt 0.000129977 0.00012258 7.397e-06
2 Cora_feat_L2.txt 0.000182684 0.00017489 7.794e-06
3 Cora_feat_L2.txt 0.000151171 0.000143207 7.964e-06
4 Cora_feat_L2.txt 0.000209432 0.000201828 7.604e-06
5 Cora_feat_L2.txt 0.000154632 0.000146723 7.909e-06
6 Cora_feat_L2.txt 0.000204368 0.000196483 7.885e-06
7 Cora_feat_L2.txt 0.000161455 0.000144024 1.7431e-05
8 Cora_feat_L2.txt 0.000194246 0.000186132 8.114e-06
9 Cora_feat_L2.txt 0.000144059 0.000136246 7.813e-06
10 Cora_feat_L2.txt 0.000203274 0.000195413 7.861e-06
11 Cora_feat_L2.txt 0.000134662 0.000126415 8.247e-06
12 Cora_feat_L2.txt 0.000184147 0.000175852 8.295e-06
13 Cora_feat_L2.txt 0.000140477 0.000132494 7.983e-06
14 Cora_feat_L2.txt 0.000182581 0.000174379 8.202e-06
15 Cora_feat_L2.txt 0.000151429 0.000143301 8.128e-06
16 Cora_feat_L2.txt 0.000198596 0.000190876 7.72e-06
17 Cora_feat_L2.txt 0.00015713 0.000149249 7.881e-06
18 Cora_feat_L2.txt 0.000189689 0.000181725 7.964e-06
19 Cora_feat_L2.txt 0.00013063 0.000122977 7.653e-06
20 Cora_feat_L2.txt 0.000192744 0.000184733 8.011e-06
21 Cora_feat_L2.txt 0.000144675 0.00013677 7.905e-06
22 Cora_feat_L2.txt 0.000211159 0.000192718 1.8441e-05
23 Cora_feat_L2.txt 0.000144745 0.000136607 8.138e-06
24 Cora_feat_L2.txt 0.000181226 0.000173482 7.744e-06
25 Cora_feat_L2.txt 0.000127348 0.00011978 7.568e-06
26 Cora_feat_L2.txt 0.000190646 0.000182935 7.711e-06
27 Cora_feat_L2.txt 0.00014974 0.000141765 7.975e-06
28 Cora_feat_L2.txt 0.000205614 0.000197948 7.666e-06
29 Cora_feat_L2.txt 0.000161032 0.000153026 8.006e-06
30 Cora_feat_L2.txt 0.000199087 0.000191377 7.71e-06
31 Cora_feat_L2.txt 0.000138803 0.000130943 7.86e-06
32 Cora_feat_L2.txt 0.000185748 0.000177555 8.193e-06
33 Cora_feat_L2.txt 0.000143559 0.000135565 7.994e-06
34 Cora_feat_L2.txt 0.000201642 0.00019352 8.122e-06
35 Cora_feat_L2.txt 0.000134459 0.000126704 7.755e-06
36 Cora_feat_L2.txt 0.0001845 0.000176453 8.047e-06
37 Cora_feat_L2.txt 0.000128364 0.000120311 8.053e-06
38 Cora_feat_L2.txt 0.000185761 0.000177521 8.24e-06
39 Cora_feat_L2.txt 0.000130105 0.000121876 8.229e-06
40 Cora_feat_L2.txt 0.000188175 0.000180083 8.092e-06
41 Cora_feat_L2.txt 0.000134242 0.000126169 8.073e-06
42 Cora_feat_L2.txt 0.000199886 0.000191649 8.237e-06
43 Cora_feat_L2.txt 0.000136317 0.000128581 7.736e-06
44 Cora_feat_L2.txt 0.000193773 0.000185924 7.849e-06
45 Cora_feat_L2.txt 0.000144486 0.000136735 7.751e-06
46 Cora_feat_L2.txt 0.000197536 0.000189479 8.057e-06
47 Cora_feat_L2.txt 0.000137228 0.000126645 1.0583e-05
0 Cora_A.txt 0.000172514 0.000170152 2.362e-06
1 Cora_A.txt 0.000242142 0.000240719 1.423e-06
2 Cora_A.txt 0.000188871 0.000186706 2.165e-06
3 Cora_A.txt 0.000254989 0.000253935 1.054e-06
4 Cora_A.txt 0.000226119 0.000224072 2.047e-06
5 Cora_A.txt 0.000260063 0.000257478 2.585e-06
6 Cora_A.txt 0.000244935 0.000242419 2.516e-06
7 Cora_A.txt 0.000247325 0.000245102 2.223e-06
8 Cora_A.txt 0.000246668 0.000244606 2.062e-06
9 Cora_A.txt 0.000257351 0.000254671 2.68e-06
10 Cora_A.txt 0.000256333 0.000253626 2.707e-06
11 Cora_A.txt 0.000264266 0.000261813 2.453e-06
12 Cora_A.txt 0.000238623 0.000235754 2.869e-06
13 Cora_A.txt 0.000249332 0.000246337 2.995e-06
14 Cora_A.txt 0.000248597 0.00024558 3.017e-06
15 Cora_A.txt 0.000195087 0.0001924 2.687e-06
16 Cora_A.txt 0.000168673 0.000166047 2.626e-06
17 Cora_A.txt 0.000240367 0.000237937 2.43e-06
18 Cora_A.txt 0.000189975 0.000187098 2.877e-06
19 Cora_A.txt 0.000254183 0.000251129 3.054e-06
20 Cora_A.txt 0.000223662 0.000220496 3.166e-06
21 Cora_A.txt 0.000259101 0.00025601 3.091e-06
22 Cora_A.txt 0.000238369 0.000235101 3.268e-06
23 Cora_A.txt 0.000241291 0.00023778 3.511e-06
24 Cora_A.txt 0.000246348 0.000243093 3.255e-06
25 Cora_A.txt 0.00024885 0.00024399 4.86e-06
26 Cora_A.txt 0.000250285 0.000248163 2.122e-06
27 Cora_A.txt 0.000259803 0.000257835 1.968e-06
28 Cora_A.txt 0.000247318 0.000244152 3.166e-06
29 Cora_A.txt 0.000247507 0.000244143 3.364e-06
30 Cora_A.txt 0.000243724 0.000240914 2.81e-06
31 Cora_A.txt 0.000192513 0.000188616 3.897e-06
32 Cora_A.txt 0.000134942 0.000131574 3.368e-06
33 Cora_A.txt 0.000195027 0.000191911 3.116e-06
34 Cora_A.txt 0.00017293 0.000168708 4.222e-06
35 Cora_A.txt 0.00018688 0.000182406 4.474e-06
36 Cora_A.txt 0.000179283 0.000175191 4.092e-06
37 Cora_A.txt 0.000185936 0.000180873 5.063e-06
38 Cora_A.txt 0.000188353 0.000185137 3.216e-06
39 Cora_A.txt 0.000179501 0.000175175 4.326e-06
40 Cora_A.txt 0.000172187 0.000168673 3.514e-06
41 Cora_A.txt 0.000196918 0.000193632 3.286e-06
42 Cora_A.txt 0.000182073 0.000179239 2.834e-06
43 Cora_A.txt 0.000174087 0.000171082 3.005e-06
44 Cora_A.txt 0.000163236 0.000160861 2.375e-06
45 Cora_A.txt 0.000191646 0.000187494 4.152e-06
46 Cora_A.txt 0.000194845 0.000189648 5.197e-06
47 Cora_A.txt 0.000174633 0.000170285 4.348e-06
TACC:  Shutdown complete. Exiting. 
