TACC:  Starting up job 10066049 
TACC:  Starting parallel tasks... 
0 Pubmed_feat_L1.txt 0.00100064 0.000789341 0.000211301
1 Pubmed_feat_L1.txt 0.000721888 0.000534109 0.000187779
2 Pubmed_feat_L1.txt 0.000904388 0.000671534 0.000232854
3 Pubmed_feat_L1.txt 0.000667204 0.000485201 0.000182003
4 Pubmed_feat_L1.txt 0.000935082 0.000752118 0.000182964
5 Pubmed_feat_L1.txt 0.000689951 0.000503445 0.000186506
6 Pubmed_feat_L1.txt 0.000873599 0.000653147 0.000220452
7 Pubmed_feat_L1.txt 0.000763842 0.000532804 0.000231038
8 Pubmed_feat_L1.txt 0.000979469 0.000783768 0.000195701
9 Pubmed_feat_L1.txt 0.000736284 0.000533243 0.000203041
10 Pubmed_feat_L1.txt 0.000846848 0.000661049 0.000185799
11 Pubmed_feat_L1.txt 0.000750586 0.00054077 0.000209816
12 Pubmed_feat_L1.txt 0.00097124 0.000781688 0.000189552
13 Pubmed_feat_L1.txt 0.000671592 0.000452384 0.000219208
14 Pubmed_feat_L1.txt 0.000923729 0.000684727 0.000239002
15 Pubmed_feat_L1.txt 0.000711146 0.000505759 0.000205387
16 Pubmed_feat_L1.txt 0.000985584 0.000767105 0.000218479
17 Pubmed_feat_L1.txt 0.000669138 0.000454714 0.000214424
18 Pubmed_feat_L1.txt 0.000877899 0.000676137 0.000201762
19 Pubmed_feat_L1.txt 0.000766923 0.000538449 0.000228474
20 Pubmed_feat_L1.txt 0.000908298 0.000710138 0.00019816
21 Pubmed_feat_L1.txt 0.000718767 0.000528002 0.000190765
22 Pubmed_feat_L1.txt 0.000848358 0.000655745 0.000192613
23 Pubmed_feat_L1.txt 0.000733057 0.000535834 0.000197223
24 Pubmed_feat_L1.txt 0.000993567 0.0007727 0.000220867
25 Pubmed_feat_L1.txt 0.000773603 0.000528791 0.000244812
26 Pubmed_feat_L1.txt 0.000885881 0.000659841 0.00022604
27 Pubmed_feat_L1.txt 0.000738686 0.000522797 0.000215889
28 Pubmed_feat_L1.txt 0.000952057 0.000745436 0.000206621
29 Pubmed_feat_L1.txt 0.00072377 0.00050681 0.00021696
30 Pubmed_feat_L1.txt 0.000889241 0.00066363 0.000225611
31 Pubmed_feat_L1.txt 0.00074033 0.000527431 0.000212899
32 Pubmed_feat_L1.txt 0.00102213 0.000796863 0.000225268
33 Pubmed_feat_L1.txt 0.000763581 0.000542872 0.000220709
34 Pubmed_feat_L1.txt 0.000903552 0.000682561 0.000220991
35 Pubmed_feat_L1.txt 0.000693016 0.000495168 0.000197848
36 Pubmed_feat_L1.txt 0.000932129 0.000734417 0.000197712
37 Pubmed_feat_L1.txt 0.000697668 0.000496212 0.000201456
38 Pubmed_feat_L1.txt 0.000833984 0.000640687 0.000193297
39 Pubmed_feat_L1.txt 0.000751095 0.000525264 0.000225831
40 Pubmed_feat_L1.txt 0.000999301 0.000766802 0.000232499
41 Pubmed_feat_L1.txt 0.000728144 0.000519964 0.00020818
42 Pubmed_feat_L1.txt 0.000881568 0.00066196 0.000219608
43 Pubmed_feat_L1.txt 0.000745735 0.000535675 0.00021006
44 Pubmed_feat_L1.txt 0.00101216 0.000791568 0.000220589
45 Pubmed_feat_L1.txt 0.000670902 0.000459928 0.000210974
46 Pubmed_feat_L1.txt 0.000914441 0.000701912 0.000212529
47 Pubmed_feat_L1.txt 0.000724756 0.000514391 0.000210365
48 Pubmed_feat_L1.txt 0.00098637 0.000779089 0.000207281
49 Pubmed_feat_L1.txt 0.000657004 0.000465536 0.000191468
50 Pubmed_feat_L1.txt 0.000885651 0.000666348 0.000219303
51 Pubmed_feat_L1.txt 0.000719204 0.000525122 0.000194082
52 Pubmed_feat_L1.txt 0.000898184 0.000706325 0.000191859
53 Pubmed_feat_L1.txt 0.000712944 0.00051702 0.000195924
54 Pubmed_feat_L1.txt 0.000857378 0.000666764 0.000190614
55 Pubmed_feat_L1.txt 0.000743554 0.000539482 0.000204072
56 Pubmed_feat_L1.txt 0.00102907 0.000782528 0.000246539
57 Pubmed_feat_L1.txt 0.000757731 0.000532312 0.000225419
58 Pubmed_feat_L1.txt 0.000887114 0.000672415 0.000214699
59 Pubmed_feat_L1.txt 0.000768022 0.000543727 0.000224295
60 Pubmed_feat_L1.txt 0.000945056 0.000734701 0.000210355
61 Pubmed_feat_L1.txt 0.000710316 0.000498145 0.000212171
62 Pubmed_feat_L1.txt 0.000871349 0.000639485 0.000231864
63 Pubmed_feat_L1.txt 0.000736334 0.000509868 0.000226466
64 Pubmed_feat_L1.txt 0.000913813 0.000721626 0.000192187
65 Pubmed_feat_L1.txt 0.000635071 0.000440303 0.000194768
66 Pubmed_feat_L1.txt 0.00085306 0.000659904 0.000193156
67 Pubmed_feat_L1.txt 0.000715349 0.0004812 0.000234149
68 Pubmed_feat_L1.txt 0.000941662 0.000696698 0.000244964
69 Pubmed_feat_L1.txt 0.000684807 0.000456926 0.000227881
70 Pubmed_feat_L1.txt 0.000872514 0.000653504 0.00021901
71 Pubmed_feat_L1.txt 0.000687022 0.000468075 0.000218947
